date,sales,prix,wday,month,snap_WI
2015-04-08,51.0,1.38,5,4,1
2015-04-09,49.0,1.38,6,4,1
2015-04-10,88.0,1.38,7,4,0
2015-04-11,109.0,1.38,1,4,1
2015-04-12,70.0,1.38,2,4,1
2015-04-13,93.0,1.38,3,4,0
2015-04-14,41.0,1.38,4,4,1
2015-04-15,40.0,1.38,5,4,1
2015-04-16,61.0,1.38,6,4,0
2015-04-17,55.0,1.38,7,4,0
2015-04-18,122.0,1.38,1,4,0
2015-04-19,98.0,1.38,2,4,0
2015-04-20,38.0,1.38,3,4,0
2015-04-21,53.0,1.38,4,4,0
2015-04-22,38.0,1.38,5,4,0
2015-04-23,58.0,1.38,6,4,0
2015-04-24,73.0,1.38,7,4,0
2015-04-25,120.0,1.38,1,4,0
2015-04-26,120.0,1.38,2,4,0
2015-04-27,66.0,1.38,3,4,0
2015-04-28,38.0,1.38,4,4,0
2015-04-29,53.0,1.38,5,4,0
2015-04-30,58.0,1.38,6,4,0
2015-05-01,87.0,1.38,7,5,0
2015-05-02,139.0,1.38,1,5,1
2015-05-03,101.0,1.38,2,5,1
2015-05-04,50.0,1.38,3,5,0
2015-05-05,60.0,1.38,4,5,1
2015-05-06,54.0,1.38,5,5,1
2015-05-07,67.0,1.38,6,5,0
2015-05-08,120.0,1.38,7,5,1
2015-05-09,102.0,1.38,1,5,1
2015-05-10,112.0,1.38,2,5,0
2015-05-11,65.0,1.38,3,5,1
2015-05-12,35.0,1.38,4,5,1
2015-05-13,62.0,1.38,5,5,0
2015-05-14,75.85403101208954,1.38,6,5,1
2015-05-15,56.481386901760175,1.38,7,5,1
2015-05-16,85.04181092736064,1.38,1,5,0
2015-05-17,68.59642066464073,1.38,2,5,0
2015-05-18,80.46846989505514,1.38,3,5,0
2015-05-19,65.50373231706357,1.38,4,5,0
2015-05-20,65.78264770516063,1.38,5,5,0
2015-05-21,58.49058549560493,1.38,6,5,0
2015-05-22,55.35135407133936,1.38,7,5,0
2015-05-23,84.69550558616515,1.38,1,5,0
2015-05-24,85.16462532433019,1.38,2,5,0
2015-05-25,73.69474391057764,1.38,3,5,0
2015-05-26,70.44077840981981,1.38,4,5,0
2015-05-27,66.80216549896232,1.38,5,5,0
2015-05-28,58.68725029382057,1.38,6,5,0
2015-05-29,47.763639579079495,1.38,7,5,0
2015-05-30,97.8275919491719,1.38,1,5,0
2015-05-31,89.18616768334545,1.38,2,5,0
2015-06-01,83.6971096539711,1.38,3,6,0
2015-06-02,79.65482476676186,1.38,4,6,1
2015-06-03,67.44472883140088,1.38,5,6,1
2015-06-04,51.04217207549942,1.38,6,6,0
2015-06-05,63.309090488955235,1.38,7,6,1
2015-06-06,94.0792913126163,1.38,1,6,1
2015-06-07,79.28136880379958,1.38,2,6,0
2015-06-08,85.13659506797597,1.38,3,6,1
2015-06-09,71.64102175024095,1.38,4,6,1
2015-06-10,58.61124392231568,1.38,5,6,0
2015-06-11,62.65475441463457,1.38,6,6,1
2015-06-12,48.111107020583574,1.38,7,6,1
2015-06-13,88.94738172085977,1.38,1,6,0
2015-06-14,109.0,1.38,2,6,1
2015-06-15,46.0,1.38,3,6,1
2015-06-16,74.0,1.38,4,6,0
2015-06-17,76.0,1.38,5,6,0
2015-06-18,48.0,1.38,6,6,0
2015-06-19,113.0,1.38,7,6,0
2015-06-20,122.0,1.38,1,6,0
2015-06-21,110.0,1.38,2,6,0
2015-06-22,66.0,1.38,3,6,0
2015-06-23,46.0,1.38,4,6,0
2015-06-24,33.0,1.38,5,6,0
2015-06-25,57.0,1.38,6,6,0
2015-06-26,79.0,1.38,7,6,0
2015-06-27,108.0,1.38,1,6,0
2015-06-28,66.0,1.38,2,6,0
2015-06-29,61.0,1.38,3,6,0
2015-06-30,62.0,1.38,4,6,0
2015-07-01,51.0,1.38,5,7,0
2015-07-02,65.0,1.38,6,7,1
2015-07-03,160.0,1.38,7,7,1
2015-07-04,143.0,1.38,1,7,0
2015-07-05,48.0,1.38,2,7,1
2015-07-06,46.0,1.38,3,7,1
2015-07-07,52.0,1.38,4,7,0
2015-07-08,30.0,1.38,5,7,1
2015-07-09,44.0,1.38,6,7,1
2015-07-10,79.0,1.38,7,7,0
2015-07-11,133.0,1.38,1,7,1
2015-07-12,131.0,1.38,2,7,1
2015-07-13,65.0,1.38,3,7,0
2015-07-14,70.0,1.38,4,7,1
2015-07-15,79.0,1.38,5,7,1
2015-07-16,80.0,1.38,6,7,0
2015-07-17,131.0,1.38,7,7,0
2015-07-18,73.0,1.38,1,7,0
2015-07-19,122.0,1.38,2,7,0
2015-07-20,68.0,1.38,3,7,0
2015-07-21,56.0,1.38,4,7,0
2015-07-22,95.0,1.38,5,7,0
2015-07-23,54.0,1.38,6,7,0
2015-07-24,102.0,1.38,7,7,0
2015-07-25,116.0,1.38,1,7,0
2015-07-26,68.0,1.38,2,7,0
2015-07-27,67.0,1.38,3,7,0
2015-07-28,45.0,1.38,4,7,0
2015-07-29,44.0,1.38,5,7,0
2015-07-30,51.0,1.38,6,7,0
2015-07-31,90.0,1.38,7,7,0
2015-08-01,110.0,1.38,1,8,0
2015-08-02,96.0,1.38,2,8,1
2015-08-03,50.0,1.38,3,8,1
2015-08-04,58.0,1.38,4,8,0
2015-08-05,68.0,1.38,5,8,1
2015-08-06,59.0,1.38,6,8,1
2015-08-07,123.0,1.38,7,8,0
2015-08-08,101.0,1.38,1,8,1
2015-08-09,90.0,1.38,2,8,1
2015-08-10,38.0,1.38,3,8,0
2015-08-11,70.0,1.38,4,8,1
2015-08-12,33.0,1.38,5,8,1
2015-08-13,36.0,1.38,6,8,0
2015-08-14,90.0,1.38,7,8,1
2015-08-15,108.0,1.38,1,8,1
2015-08-16,112.0,1.38,2,8,0
2015-08-17,60.0,1.38,3,8,0
2015-08-18,57.0,1.38,4,8,0
2015-08-19,42.0,1.38,5,8,0
2015-08-20,55.0,1.38,6,8,0
2015-08-21,80.0,1.38,7,8,0
2015-08-22,96.0,1.38,1,8,0
2015-08-23,60.0,1.38,2,8,0
2015-08-24,32.0,1.38,3,8,0
2015-08-25,53.0,1.38,4,8,0
2015-08-26,53.0,1.38,5,8,0
2015-08-27,69.0,1.38,6,8,0
2015-08-28,72.0,1.38,7,8,0
2015-08-29,108.0,1.38,1,8,0
2015-08-30,76.0,1.38,2,8,0
2015-08-31,44.0,1.38,3,8,0
2015-09-01,32.0,1.38,4,9,0
2015-09-02,48.0,1.38,5,9,1
2015-09-03,67.0,1.38,6,9,1
2015-09-04,76.0,1.38,7,9,0
2015-09-05,103.0,1.38,1,9,1
2015-09-06,113.0,1.38,2,9,1
2015-09-07,74.0,1.38,3,9,0
2015-09-08,61.0,1.38,4,9,1
2015-09-09,58.0,1.38,5,9,1
2015-09-10,56.0,1.38,6,9,0
2015-09-11,81.0,1.38,7,9,1
2015-09-12,105.0,1.38,1,9,1
2015-09-13,110.0,1.38,2,9,0
2015-09-14,73.0,1.38,3,9,1
2015-09-15,48.0,1.38,4,9,1
2015-09-16,65.0,1.38,5,9,0
2015-09-17,54.0,1.38,6,9,0
2015-09-18,93.0,1.38,7,9,0
2015-09-19,90.0,1.38,1,9,0
2015-09-20,67.0,1.38,2,9,0
2015-09-21,60.0,1.38,3,9,0
2015-09-22,57.0,1.38,4,9,0
2015-09-23,39.0,1.38,5,9,0
2015-09-24,83.0,1.38,6,9,0
2015-09-25,120.0,1.38,7,9,0
2015-09-26,100.0,1.38,1,9,0
2015-09-27,61.0,1.38,2,9,0
2015-09-28,52.0,1.38,3,9,0
2015-09-29,22.0,1.38,4,9,0
2015-09-30,47.0,1.38,5,9,0
2015-10-01,66.0,1.38,6,10,0
2015-10-02,100.0,1.38,7,10,1
2015-10-03,127.0,1.38,1,10,1
2015-10-04,66.0,1.38,2,10,0
2015-10-05,66.0,1.38,3,10,1
2015-10-06,39.0,1.38,4,10,1
2015-10-07,62.0,1.38,5,10,0
2015-10-08,61.0,1.38,6,10,1
2015-10-09,77.0,1.38,7,10,1
2015-10-10,127.0,1.38,1,10,0
2015-10-11,88.0,1.38,2,10,1
2015-10-12,57.0,1.38,3,10,1
2015-10-13,57.0,1.38,4,10,0
2015-10-14,49.0,1.38,5,10,1
2015-10-15,56.0,1.38,6,10,1
2015-10-16,85.0,1.38,7,10,0
2015-10-17,89.0,1.38,1,10,0
2015-10-18,99.0,1.38,2,10,0
2015-10-19,70.0,1.38,3,10,0
2015-10-20,43.0,1.38,4,10,0
2015-10-21,53.0,1.38,5,10,0
2015-10-22,62.0,1.38,6,10,0
2015-10-23,124.0,1.38,7,10,0
2015-10-24,132.0,1.38,1,10,0
2015-10-25,80.0,1.38,2,10,0
2015-10-26,50.0,1.38,3,10,0
2015-10-27,36.0,1.38,4,10,0
2015-10-28,46.0,1.38,5,10,0
2015-10-29,62.0,1.38,6,10,0
2015-10-30,118.0,1.38,7,10,0
2015-10-31,132.0,1.38,1,10,0
2015-11-01,77.0,1.38,2,11,0
2015-11-02,64.0,1.38,3,11,1
2015-11-03,59.0,1.38,4,11,1
2015-11-04,44.0,1.38,5,11,0
2015-11-05,60.0,1.38,6,11,1
2015-11-06,81.0,1.38,7,11,1
2015-11-07,62.0,1.38,1,11,0
2015-11-08,100.0,1.38,2,11,1
2015-11-09,71.0,1.38,3,11,1
2015-11-10,40.0,1.38,4,11,0
2015-11-11,39.0,1.38,5,11,1
2015-11-12,56.0,1.38,6,11,1
2015-11-13,81.0,1.38,7,11,0
2015-11-14,117.0,1.38,1,11,1
2015-11-15,79.0,1.38,2,11,1
2015-11-16,36.0,1.38,3,11,0
2015-11-17,34.0,1.38,4,11,0
2015-11-18,54.0,1.38,5,11,0
2015-11-19,40.0,1.38,6,11,0
2015-11-20,65.0,1.38,7,11,0
2015-11-21,102.0,1.38,1,11,0
2015-11-22,84.0,1.38,2,11,0
2015-11-23,48.0,1.38,3,11,0
2015-11-24,73.0,1.38,4,11,0
2015-11-25,143.0,1.38,5,11,0
2015-11-26,198.0,1.38,6,11,0
2015-11-27,39.0,1.38,7,11,0
2015-11-28,71.0,1.38,1,11,0
2015-11-29,70.0,1.38,2,11,0
2015-11-30,39.0,1.38,3,11,0
2015-12-01,66.0,1.38,4,12,0
2015-12-02,81.0,1.38,5,12,1
2015-12-03,67.43336847266113,1.38,6,12,1
2015-12-04,70.84326628682737,1.38,7,12,0
2015-12-05,102.52122358601895,1.38,1,12,1
2015-12-06,104.40063390166256,1.38,2,12,1
2015-12-07,90.70345792112289,1.38,3,12,0
2015-12-08,83.63900025927546,1.38,4,12,1
2015-12-09,79.5066256580356,1.38,5,12,1
2015-12-10,70.09821662716536,1.38,6,12,0
2015-12-11,68.16217786171,1.38,7,12,1
2015-12-12,107.01307901682145,1.38,1,12,1
2015-12-13,81.51360848235134,1.38,2,12,0
2015-12-14,80.2134011704876,1.38,3,12,1
2015-12-15,80.01118217896686,1.38,4,12,1
2015-12-16,65.04466479474797,1.38,5,12,0
2015-12-17,55.10661865435992,1.38,6,12,0
2015-12-18,55.46916661557492,1.38,7,12,0
2015-12-19,93.32280640982378,1.38,1,12,0
2015-12-20,83.82534412165938,1.38,2,12,0
2015-12-21,89.96973456890629,1.38,3,12,0
2015-12-22,80.960758847325,1.38,4,12,0
2015-12-23,76.42667085746683,1.38,5,12,0
2015-12-24,67.46434744762684,1.38,6,12,0
2015-12-25,57.70191147238438,1.38,7,12,0
2015-12-26,92.73041152952595,1.38,1,12,0
2015-12-27,78.7789559322585,1.38,2,12,0
2015-12-28,77.27652121727124,1.38,3,12,0
2015-12-29,77.5837115859606,1.38,4,12,0
2015-12-30,67.08589280474649,1.38,5,12,0
2015-12-31,55.905721387274696,1.38,6,12,0
2016-01-01,55.55823848976161,1.38,7,1,0
2016-01-02,111.95484673703794,1.38,1,1,1
2016-01-03,90.33772901286858,1.38,2,1,1
2016-01-04,91.4160197661484,1.38,3,1,0
2016-01-05,88.03110244944668,1.38,4,1,1
2016-01-06,80.3072960231836,1.38,5,1,1
2016-01-07,82.0,1.38,6,1,0
2016-01-08,99.0,1.38,7,1,1
2016-01-09,117.0,1.38,1,1,1
2016-01-10,104.0,1.38,2,1,0
2016-01-11,81.0,1.38,3,1,1
2016-01-12,52.0,1.38,4,1,1
2016-01-13,50.0,1.38,5,1,0
2016-01-14,71.0,1.38,6,1,1
2016-01-15,123.0,1.38,7,1,1
2016-01-16,160.0,1.38,1,1,0
2016-01-17,96.0,1.38,2,1,0
2016-01-18,45.0,1.38,3,1,0
2016-01-19,72.0,1.38,4,1,0
2016-01-20,39.0,1.38,5,1,0
2016-01-21,48.0,1.38,6,1,0
2016-01-22,90.0,1.38,7,1,0
2016-01-23,117.0,1.38,1,1,0
2016-01-24,113.0,1.38,2,1,0
2016-01-25,54.0,1.38,3,1,0
2016-01-26,45.0,1.38,4,1,0
2016-01-27,50.0,1.38,5,1,0
2016-01-28,48.0,1.38,6,1,0
2016-01-29,122.0,1.38,7,1,0
2016-01-30,101.0,1.38,1,1,0
2016-01-31,103.0,1.38,2,1,0
2016-02-01,65.0,1.38,3,2,0
2016-02-02,55.0,1.38,4,2,1
2016-02-03,51.0,1.38,5,2,1
2016-02-04,76.0,1.38,6,2,0
2016-02-05,62.0,1.38,7,2,1
2016-02-06,128.0,1.38,1,2,1
2016-02-07,124.0,1.38,2,2,0
2016-02-08,47.0,1.38,3,2,1
2016-02-09,46.0,1.38,4,2,1
2016-02-10,61.0,1.38,5,2,0
2016-02-11,54.0,1.38,6,2,1
2016-02-12,99.0,1.38,7,2,1
2016-02-13,108.0,1.38,1,2,0
2016-02-14,174.0,1.38,2,2,1
2016-02-15,84.0,1.38,3,2,1
2016-02-16,85.0,1.38,4,2,0
2016-02-17,68.0,1.38,5,2,0
2016-02-18,43.0,1.38,6,2,0
2016-02-19,116.0,1.38,7,2,0
2016-02-20,160.0,1.38,1,2,0
2016-02-21,130.0,1.38,2,2,0
2016-02-22,47.0,1.38,3,2,0
2016-02-23,46.0,1.38,4,2,0
2016-02-24,34.0,1.38,5,2,0
2016-02-25,65.0,1.38,6,2,0
2016-02-26,104.0,1.38,7,2,0
2016-02-27,129.0,1.38,1,2,0
2016-02-28,118.0,1.38,2,2,0
2016-02-29,63.0,1.38,3,2,0
2016-03-01,51.0,1.38,4,3,0
2016-03-02,68.0,1.38,5,3,1
2016-03-03,84.0,1.38,6,3,1
2016-03-04,95.0,1.38,7,3,0
2016-03-05,164.0,1.38,1,3,1
2016-03-06,86.0,1.38,2,3,1
2016-03-07,79.0,1.38,3,3,0
2016-03-08,35.0,1.38,4,3,1
2016-03-09,43.0,1.38,5,3,1
2016-03-10,45.0,1.38,6,3,0
2016-03-11,80.0,1.38,7,3,1
2016-03-12,153.0,1.38,1,3,1
2016-03-13,109.0,1.38,2,3,0
2016-03-14,121.0,1.38,3,3,1
2016-03-15,44.0,1.38,4,3,1
2016-03-16,42.0,1.38,5,3,0
2016-03-17,60.0,1.38,6,3,0
2016-03-18,83.0,1.38,7,3,0
2016-03-19,109.0,1.38,1,3,0
2016-03-20,77.0,1.38,2,3,0
2016-03-21,46.0,1.38,3,3,0
2016-03-22,38.0,1.38,4,3,0
2016-03-23,40.0,1.38,5,3,0
2016-03-24,63.0,1.38,6,3,0
2016-03-25,116.0,1.38,7,3,0
2016-03-26,138.0,1.38,1,3,0
2016-03-27,154.0,1.38,2,3,0
2016-03-28,7.0,1.38,3,3,0
2016-03-29,63.0,1.38,4,3,0
2016-03-30,70.0,1.38,5,3,0
2016-03-31,64.0,1.38,6,3,0
2016-04-01,101.0,1.38,7,4,0
2016-04-02,119.0,1.38,1,4,1
2016-04-03,110.0,1.38,2,4,1
2016-04-04,71.0,1.38,3,4,0
2016-04-05,46.0,1.38,4,4,1
2016-04-06,43.0,1.38,5,4,1
2016-04-07,43.0,1.38,6,4,0
2016-04-08,107.0,1.38,7,4,1
2016-04-09,131.0,1.38,1,4,1
2016-04-10,108.0,1.38,2,4,0
2016-04-11,50.0,1.38,3,4,1
2016-04-12,52.0,1.38,4,4,1
2016-04-13,52.0,1.38,5,4,0
2016-04-14,68.0,1.38,6,4,1
2016-04-15,102.0,1.38,7,4,1
2016-04-16,146.0,1.38,1,4,0
2016-04-17,112.0,1.38,2,4,0
2016-04-18,70.0,1.38,3,4,0
2016-04-19,61.0,1.38,4,4,0
2016-04-20,60.0,1.38,5,4,0
2016-04-21,70.0,1.38,6,4,0
2016-04-22,70.0,1.38,7,4,0
2016-04-23,171.0,1.38,1,4,0
2016-04-24,91.0,1.38,2,4,0
2016-04-25,56.0,1.38,3,4,0
2016-04-26,49.0,1.38,4,4,0
2016-04-27,44.0,1.38,5,4,0
2016-04-28,65.0,1.38,6,4,0
2016-04-29,90.0,1.38,7,4,0
2016-04-30,122.0,1.38,1,4,0
2016-05-01,80.0,1.38,2,5,0
2016-05-02,107.0,1.38,3,5,1
2016-05-03,50.0,1.38,4,5,1
2016-05-04,67.0,1.38,5,5,0
2016-05-05,45.0,1.38,6,5,1
2016-05-06,57.03069850128645,1.38,7,5,1
2016-05-07,140.0,1.44,1,5,0
2016-05-08,122.0,1.44,2,5,1
2016-05-09,47.0,1.44,3,5,1
2016-05-10,51.0,1.44,4,5,0
2016-05-11,55.0,1.44,5,5,1
2016-05-12,56.0,1.44,6,5,1
2016-05-13,111.0,1.44,7,5,0
2016-05-14,141.0,1.44,1,5,1
2016-05-15,80.0,1.44,2,5,1
2016-05-16,47.0,1.44,3,5,0
2016-05-17,31.0,1.44,4,5,0
2016-05-18,61.0,1.44,5,5,0
2016-05-19,42.0,1.44,6,5,0
2016-05-20,67.0,1.44,7,5,0
2016-05-21,126.0,1.44,1,5,0
2016-05-22,114.0,1.44,2,5,0
